,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
2908,0.0014,0.0002,100.0,518.67,643.14,1597.68,1420.06,14.62,21.61,552.27,2388.23,9057.91,1.3,47.85,520.54,2388.17,8126.77,8.4498,0.03,395,2388,50,38.85,23.2628,71
2909,-0.0007,-0.0002,100.0,518.67,642.51,1589.66,1404.14,14.62,21.61,553.6,2388.05,9063.51,1.3,47.44,521.84,2388.02,8138.31,8.4379,0.03,393,2388,50,38.82,23.2664,74
2910,-0.0033,-0.0003,100.0,518.67,642.95,1593.66,1420.47,14.62,21.61,551.84,2388.11,9090.61,1.3,47.92,520.54,2388.17,8158.48,8.498,0.03,396,2388,50,38.5,23.2832,13
2911,-0.0011,-0.0002,100.0,518.67,642.37,1591.14,1407.63,14.62,21.61,552.87,2388.07,9055.04,1.3,47.38,521.72,2388.15,8140.33,8.4151,0.03,392,2388,50,38.74,23.354,45
2912,-0.003,-0.0003,100.0,518.67,641.83,1592.16,1400.57,14.62,21.61,554.15,2388.01,9060.67,1.3,47.37,521.27,2388.06,8140.84,8.4255,0.03,393,2388,50,38.74,23.3521,89
2913,0.003,-0.0003,100.0,518.67,643.39,1595.1,1408.1,14.62,21.61,553.08,2388.12,9058.91,1.3,47.78,521.23,2388.15,8128.01,8.4626,0.03,391,2388,50,38.87,23.1775,88
2914,0.0014,-0.0001,100.0,518.67,642.58,1594.01,1412.3,14.62,21.61,553.0,2388.14,9080.92,1.3,47.82,520.71,2388.11,8155.57,8.4634,0.03,393,2388,50,38.62,23.2829,73
2915,0.0011,-0.0001,100.0,518.67,642.98,1586.54,1403.94,14.62,21.61,552.21,2388.09,9046.31,1.3,47.43,521.32,2388.15,8123.21,8.4327,0.03,394,2388,50,38.84,23.301,83
2916,-0.0006,-0.0003,100.0,518.67,642.7,1583.95,1402.36,14.62,21.61,554.38,2388.08,9056.1,1.3,47.39,522.26,2388.06,8132.43,8.4475,0.03,392,2388,50,38.91,23.4265,127
2917,-0.0067,-0.0003,100.0,518.67,643.25,1598.29,1419.61,14.62,21.61,552.08,2388.26,9054.6,1.3,48.1,520.05,2388.24,8127.99,8.5346,0.03,395,2388,50,38.49,23.1502,14
2918,0.0015,0.0002,100.0,518.67,642.25,1587.09,1404.26,14.62,21.61,554.68,2387.97,9066.56,1.3,47.32,522.38,2387.99,8146.34,8.4022,0.03,392,2388,50,38.89,23.3299,225
2919,-0.0027,0.0002,100.0,518.67,642.16,1591.77,1401.86,14.62,21.61,553.71,2388.02,9072.55,1.3,47.27,522.01,2388.01,8153.64,8.4334,0.03,392,2388,50,38.95,23.3778,122
2920,0.002,-0.0002,100.0,518.67,642.44,1589.43,1415.84,14.62,21.61,553.97,2388.19,9050.93,1.3,47.61,521.58,2388.17,8127.41,8.4452,0.03,394,2388,50,38.9,23.2977,77
2921,0.0008,0.0004,100.0,518.67,643.09,1588.5,1402.87,14.62,21.61,553.99,2388.11,9053.52,1.3,47.2,521.45,2388.08,8132.92,8.4159,0.03,394,2388,50,38.9,23.2782,118
2922,-0.0048,-0.0001,100.0,518.67,641.89,1587.29,1394.71,14.62,21.61,555.01,2388.01,9069.84,1.3,47.11,522.55,2387.94,8145.79,8.376,0.03,392,2388,50,39.12,23.4519,186
2923,0.0001,-0.0004,100.0,518.67,642.23,1588.38,1403.15,14.62,21.61,554.08,2388.03,9069.86,1.3,47.29,522.35,2388.0,8147.48,8.4096,0.03,391,2388,50,38.99,23.4356,124
2924,0.0015,0.0002,100.0,518.67,643.01,1591.12,1408.75,14.62,21.61,553.01,2388.07,9068.24,1.3,47.58,521.7,2388.09,8151.68,8.4092,0.03,393,2388,50,38.85,23.2432,62
2925,-0.0005,0.0001,100.0,518.67,642.95,1593.98,1409.17,14.62,21.61,553.11,2388.13,9050.88,1.3,47.46,520.87,2388.12,8134.43,8.4683,0.03,391,2388,50,38.7,23.1916,151
2926,0.0026,0.0001,100.0,518.67,642.44,1587.17,1409.39,14.62,21.61,554.06,2388.09,9061.54,1.3,47.49,521.22,2388.08,8144.69,8.429,0.03,394,2388,50,39.08,23.2433,88
2927,0.0006,-0.0002,100.0,518.67,642.28,1597.08,1413.11,14.62,21.61,552.89,2388.16,9064.84,1.3,47.81,521.27,2388.06,8144.42,8.4391,0.03,393,2388,50,38.82,23.2877,82
2928,-0.0004,-0.0001,100.0,518.67,642.1,1587.52,1407.77,14.62,21.61,553.65,2388.01,9073.81,1.3,47.28,522.51,2388.01,8151.1,8.41,0.03,394,2388,50,39.07,23.4331,185
2929,-0.001,-0.0,100.0,518.67,642.6,1601.14,1411.88,14.62,21.61,552.8,2388.16,9057.78,1.3,47.59,521.09,2388.14,8133.14,8.45,0.03,393,2388,50,38.86,23.1848,105
2930,-0.0008,-0.0,100.0,518.67,643.02,1591.79,1401.55,14.62,21.61,553.86,2388.14,9077.23,1.3,47.43,521.77,2388.02,8151.77,8.3719,0.03,392,2388,50,38.92,23.3938,123
2931,0.0026,0.0002,100.0,518.67,642.21,1589.67,1397.65,14.62,21.61,554.29,2388.04,9064.99,1.3,47.32,521.7,2388.11,8135.12,8.4482,0.03,392,2388,50,38.86,23.384,252
2932,0.005,0.0004,100.0,518.67,643.35,1596.28,1422.79,14.62,21.61,551.81,2388.25,9073.91,1.3,48.17,520.21,2388.19,8147.66,8.5092,0.03,396,2388,50,38.57,23.2195,22
2933,-0.0003,0.0001,100.0,518.67,642.21,1582.49,1396.62,14.62,21.61,554.4,2387.99,9068.86,1.3,47.2,522.02,2387.98,8155.6,8.4082,0.03,392,2388,50,38.98,23.3934,87
2934,-0.0013,0.0001,100.0,518.67,641.94,1587.18,1407.15,14.62,21.61,552.75,2388.08,9067.61,1.3,47.38,522.28,2388.02,8151.09,8.4523,0.03,393,2388,50,38.91,23.4133,83
2935,0.0002,0.0003,100.0,518.67,643.19,1596.87,1416.53,14.62,21.61,552.23,2388.19,9051.37,1.3,47.7,520.57,2388.23,8132.45,8.4483,0.03,396,2388,50,38.36,23.246,21
2936,-0.002,-0.0002,100.0,518.67,642.44,1597.68,1408.76,14.62,21.61,552.76,2388.13,9048.12,1.3,47.51,520.99,2388.13,8126.43,8.4494,0.03,394,2388,50,38.86,23.2969,48
2937,0.0003,0.0002,100.0,518.67,642.76,1591.99,1427.79,14.62,21.61,552.71,2388.1,9168.79,1.3,47.97,520.51,2388.13,8231.67,8.4862,0.03,398,2388,50,38.53,23.1049,12
2938,-0.0011,-0.0001,100.0,518.67,642.48,1582.8,1410.98,14.62,21.61,553.47,2388.14,9051.69,1.3,47.56,520.84,2388.11,8128.59,8.4621,0.03,394,2388,50,38.72,23.3288,62
2939,0.0032,0.0003,100.0,518.67,642.34,1594.41,1404.49,14.62,21.61,553.5,2388.06,9045.05,1.3,47.53,521.72,2388.11,8126.83,8.4421,0.03,393,2388,50,39.04,23.3592,155
2940,0.0022,0.0006,100.0,518.67,642.59,1594.96,1406.16,14.62,21.61,554.06,2388.03,9042.72,1.3,47.31,522.45,2388.06,8131.14,8.4305,0.03,393,2388,50,39.02,23.3398,198
2941,-0.0001,-0.0004,100.0,518.67,643.13,1594.1,1410.86,14.62,21.61,553.41,2388.11,9078.58,1.3,47.53,520.8,2388.12,8152.88,8.4475,0.03,394,2388,50,38.68,23.2126,53
2942,-0.0003,-0.0001,100.0,518.67,642.5,1584.13,1389.62,14.62,21.61,553.87,2388.05,9052.86,1.3,47.17,521.98,2387.96,8136.88,8.4008,0.03,391,2388,50,39.23,23.4544,230
2943,-0.0022,0.0004,100.0,518.67,642.7,1591.64,1410.58,14.62,21.61,553.19,2388.1,9041.16,1.3,47.65,520.73,2388.11,8123.75,8.449,0.03,393,2388,50,38.64,23.2651,148
2944,0.0052,0.0004,100.0,518.67,642.88,1591.51,1407.85,14.62,21.61,554.12,2388.1,9045.79,1.3,47.59,521.53,2388.08,8126.82,8.4061,0.03,394,2388,50,38.8,23.3946,194
2945,-0.0039,-0.0004,100.0,518.67,642.57,1593.21,1404.5,14.62,21.61,553.92,2388.02,9057.47,1.3,47.3,522.26,2388.08,8133.09,8.4552,0.03,393,2388,50,38.75,23.3383,65
2946,-0.0021,-0.0003,100.0,518.67,642.49,1587.64,1394.6,14.62,21.61,554.43,2388.06,9060.9,1.3,47.28,521.86,2388.07,8133.19,8.3839,0.03,391,2388,50,39.15,23.3759,181
2947,0.0015,-0.0004,100.0,518.67,642.55,1590.41,1395.39,14.62,21.61,554.65,2388.01,9055.82,1.3,47.2,522.77,2387.96,8137.92,8.3861,0.03,391,2388,50,39.11,23.4381,279
2948,0.0001,0.0,100.0,518.67,642.38,1584.78,1408.41,14.62,21.61,552.86,2388.07,9054.43,1.3,47.67,521.42,2388.09,8134.18,8.4481,0.03,393,2388,50,38.86,23.3557,260
2949,0.0003,-0.0003,100.0,518.67,642.69,1594.76,1414.46,14.62,21.61,552.56,2388.13,9066.86,1.3,47.81,521.16,2388.15,8144.65,8.4648,0.03,394,2388,50,38.71,23.3562,41
2950,0.0001,0.0005,100.0,518.67,642.55,1591.31,1401.38,14.62,21.61,553.38,2388.02,9071.41,1.3,47.34,522.51,2388.03,8147.31,8.4036,0.03,392,2388,50,38.98,23.4669,103
2951,0.0049,-0.0004,100.0,518.67,642.95,1589.13,1412.56,14.62,21.61,552.55,2388.04,9092.94,1.3,47.56,521.52,2388.03,8169.78,8.3975,0.03,392,2388,50,38.81,23.1431,53
2952,0.0033,0.0004,100.0,518.67,642.51,1589.07,1404.27,14.62,21.61,553.74,2388.08,9063.64,1.3,47.42,521.64,2388.1,8144.2,8.4227,0.03,394,2388,50,38.69,23.3591,103
2953,0.004,0.0001,100.0,518.67,643.56,1591.02,1409.24,14.62,21.61,553.72,2388.12,9070.92,1.3,47.59,521.47,2388.07,8142.86,8.4325,0.03,393,2388,50,38.67,23.2956,143
2954,0.0037,0.0003,100.0,518.67,642.58,1586.53,1403.43,14.62,21.61,554.59,2387.99,9077.32,1.3,47.39,522.04,2388.07,8153.32,8.4302,0.03,391,2388,50,38.88,23.3404,105
2955,-0.0,0.0003,100.0,518.67,641.93,1590.07,1411.21,14.62,21.61,553.45,2388.12,9056.97,1.3,47.52,521.12,2388.14,8139.51,8.441,0.03,394,2388,50,38.8,23.2677,169
2956,-0.0009,0.0004,100.0,518.67,643.34,1605.58,1433.97,14.62,21.61,550.84,2388.3,9051.89,1.3,48.23,519.22,2388.33,8117.14,8.5343,0.03,396,2388,50,38.28,22.9405,0
2957,0.0021,-0.0002,100.0,518.67,642.55,1587.23,1412.66,14.62,21.61,553.64,2388.14,9043.12,1.3,47.56,520.96,2388.15,8132.11,8.4309,0.03,391,2388,50,38.86,23.2887,180
2958,0.0026,0.0002,100.0,518.67,642.52,1591.09,1408.4,14.62,21.61,553.9,2388.08,9061.35,1.3,47.59,521.54,2388.15,8142.71,8.4176,0.03,393,2388,50,38.81,23.2369,155
2959,0.0012,-0.0001,100.0,518.67,642.84,1591.47,1409.12,14.62,21.61,553.98,2388.1,9067.19,1.3,47.3,522.04,2388.01,8146.68,8.4696,0.03,394,2388,50,38.84,23.3519,65
2960,0.0021,-0.0003,100.0,518.67,642.09,1577.48,1397.32,14.62,21.61,554.08,2388.01,9067.01,1.3,47.14,522.21,2388.03,8142.67,8.4056,0.03,390,2388,50,39.0,23.2666,169
2961,0.0025,0.0003,100.0,518.67,642.92,1593.0,1403.58,14.62,21.61,553.46,2388.07,9081.94,1.3,47.49,522.04,2388.12,8158.82,8.4313,0.03,391,2388,50,38.81,23.2553,75
2962,-0.0017,0.0003,100.0,518.67,643.04,1591.85,1409.51,14.62,21.61,553.0,2388.12,9076.34,1.3,47.48,521.24,2388.12,8149.43,8.4291,0.03,393,2388,50,38.99,23.2238,65
2963,-0.0028,0.0003,100.0,518.67,643.41,1599.68,1427.29,14.62,21.61,551.92,2388.22,9098.53,1.3,47.94,520.11,2388.17,8166.87,8.5095,0.03,395,2388,50,38.58,23.2144,25
2964,-0.0044,-0.0003,100.0,518.67,643.23,1600.19,1429.95,14.62,21.61,551.56,2388.17,9131.55,1.3,48.03,519.75,2388.22,8193.39,8.4952,0.03,394,2388,50,38.49,23.0253,9
2965,0.0013,-0.0004,100.0,518.67,643.36,1600.05,1415.28,14.62,21.61,552.16,2388.19,9071.17,1.3,47.86,520.64,2388.12,8140.45,8.4999,0.03,394,2388,50,38.78,23.2127,49
2966,-0.0029,0.0,100.0,518.67,642.14,1591.49,1401.36,14.62,21.61,553.87,2388.09,9074.22,1.3,47.47,521.46,2388.1,8158.18,8.4696,0.03,393,2388,50,38.96,23.2933,62
2967,0.0012,-0.0001,100.0,518.67,642.6,1589.88,1408.61,14.62,21.61,554.13,2388.03,9071.53,1.3,47.41,521.64,2388.06,8152.73,8.423,0.03,392,2388,50,38.94,23.3182,59
2968,-0.0035,-0.0001,100.0,518.67,643.56,1591.64,1417.51,14.62,21.61,553.19,2388.13,9047.97,1.3,47.65,521.68,2388.18,8126.75,8.439,0.03,393,2388,50,38.86,23.3218,34
2969,-0.0013,0.0003,100.0,518.67,642.45,1590.07,1418.84,14.62,21.61,553.44,2388.06,9058.13,1.3,47.58,521.81,2388.1,8145.51,8.4242,0.03,393,2388,50,38.87,23.3148,71
2970,-0.0011,0.0001,100.0,518.67,642.37,1581.17,1405.48,14.62,21.61,554.31,2388.08,9049.6,1.3,47.57,521.38,2388.08,8131.67,8.3972,0.03,391,2388,50,38.91,23.2808,106
2971,-0.0017,0.0002,100.0,518.67,642.64,1590.85,1411.57,14.62,21.61,553.21,2388.12,9045.6,1.3,47.53,521.22,2388.15,8127.01,8.4684,0.03,393,2388,50,38.72,23.1911,119
2972,-0.0017,0.0,100.0,518.67,642.32,1585.19,1398.56,14.62,21.61,553.95,2388.01,9067.27,1.3,47.05,522.5,2388.04,8149.85,8.417,0.03,393,2388,50,38.89,23.3749,108
2973,-0.0004,-0.0005,100.0,518.67,641.65,1583.44,1397.07,14.62,21.61,554.18,2387.95,9068.79,1.3,47.21,522.09,2388.05,8149.32,8.4013,0.03,393,2388,50,39.07,23.3951,164
2974,0.0012,-0.0001,100.0,518.67,642.73,1588.45,1407.21,14.62,21.61,553.36,2388.16,9042.78,1.3,47.39,521.47,2388.12,8129.79,8.4385,0.03,394,2388,50,38.68,23.2483,230
2975,-0.0002,-0.0002,100.0,518.67,642.25,1589.92,1416.45,14.62,21.61,553.29,2388.12,9074.69,1.3,47.67,521.22,2388.08,8153.92,8.4596,0.03,393,2388,50,38.61,23.3122,90
2976,-0.0006,0.0001,100.0,518.67,642.49,1592.13,1408.03,14.62,21.61,554.29,2388.14,9049.26,1.3,47.55,521.51,2388.14,8127.96,8.4318,0.03,393,2388,50,38.95,23.2534,178
2977,0.0005,-0.0,100.0,518.67,643.57,1599.93,1409.49,14.62,21.61,552.26,2388.15,9048.26,1.3,47.83,520.67,2388.2,8126.63,8.4434,0.03,395,2388,50,38.6,23.1493,25
2978,-0.0016,0.0004,100.0,518.67,642.29,1586.34,1395.94,14.62,21.61,553.84,2388.0,9063.37,1.3,47.23,521.92,2388.04,8152.34,8.3829,0.03,393,2388,50,39.1,23.3457,136
2979,0.0027,0.0003,100.0,518.67,642.56,1590.93,1408.2,14.62,21.61,553.14,2388.11,9047.47,1.3,47.56,521.18,2388.17,8131.57,8.4234,0.03,393,2388,50,38.81,23.2725,83
2980,0.0014,0.0003,100.0,518.67,642.11,1584.62,1401.73,14.62,21.61,553.8,2388.09,9046.58,1.3,47.45,521.59,2388.07,8125.71,8.4057,0.03,392,2388,50,38.88,23.2486,164
2981,0.002,-0.0002,100.0,518.67,641.98,1584.4,1404.06,14.62,21.61,553.54,2388.13,9062.1,1.3,47.48,521.9,2388.09,8148.08,8.3914,0.03,392,2388,50,38.77,23.3726,196
2982,0.0002,-0.0,100.0,518.67,642.08,1585.16,1409.3,14.62,21.61,553.97,2388.05,9089.52,1.3,47.35,521.98,2388.01,8168.53,8.411,0.03,391,2388,50,38.94,23.4587,63
2983,0.0025,-0.0005,100.0,518.67,643.63,1604.23,1428.19,14.62,21.61,551.34,2388.22,9090.48,1.3,48.07,520.46,2388.24,8155.41,8.4894,0.03,396,2388,50,38.48,23.0683,6
2984,-0.0012,0.0005,100.0,518.67,642.19,1589.83,1405.31,14.62,21.61,553.39,2388.03,9053.93,1.3,47.49,522.01,2388.06,8129.12,8.4016,0.03,394,2388,50,38.91,23.2717,100
2985,0.0022,-0.0002,100.0,518.67,642.57,1593.02,1407.13,14.62,21.61,552.47,2388.11,9060.68,1.3,47.58,521.58,2388.16,8130.43,8.4184,0.03,393,2388,50,38.88,23.2761,95
2986,0.0047,0.0001,100.0,518.67,643.92,1602.98,1429.18,14.62,21.61,551.55,2388.18,9147.53,1.3,48.11,520.44,2388.14,8210.99,8.5033,0.03,396,2388,50,38.49,23.0723,5
2987,0.0002,-0.0001,100.0,518.67,642.89,1586.86,1407.65,14.62,21.61,553.67,2388.13,9046.24,1.3,47.43,521.67,2388.08,8131.33,8.4372,0.03,394,2388,50,39.04,23.2657,150
2988,-0.0004,-0.0001,100.0,518.67,642.65,1588.17,1409.5,14.62,21.61,553.29,2388.14,9057.02,1.3,47.75,521.29,2388.16,8134.68,8.4467,0.03,393,2388,50,38.74,23.253,197
2989,0.0005,0.0004,100.0,518.67,641.73,1579.03,1402.52,14.62,21.6,555.12,2388.03,9058.15,1.3,47.25,522.27,2387.94,8136.67,8.3867,0.03,390,2388,50,39.18,23.4234,282
2990,-0.0014,-0.0003,100.0,518.67,642.04,1583.72,1397.8,14.62,21.6,555.02,2388.04,9061.62,1.3,47.11,521.92,2388.02,8140.37,8.4119,0.03,392,2388,50,39.05,23.4335,102
2991,-0.003,0.0001,100.0,518.67,642.38,1594.25,1406.27,14.62,21.61,552.76,2388.14,9036.91,1.3,47.67,520.91,2388.14,8123.04,8.4364,0.03,395,2388,50,38.85,23.2625,116
2992,-0.0054,-0.0003,100.0,518.67,642.76,1586.64,1403.75,14.62,21.61,553.62,2388.05,9058.77,1.3,47.45,522.23,2388.04,8125.32,8.3713,0.03,392,2388,50,38.95,23.3127,256
2993,-0.0019,0.0005,100.0,518.67,643.36,1598.8,1419.28,14.62,21.61,552.17,2388.2,9073.07,1.3,47.9,520.57,2388.21,8144.93,8.4928,0.03,394,2388,50,38.78,23.2622,28
2994,0.0005,-0.0001,100.0,518.67,642.82,1589.7,1410.0,14.62,21.61,552.91,2388.13,9060.74,1.3,47.45,521.31,2388.15,8142.74,8.4575,0.03,393,2388,50,38.88,23.3238,85
2995,-0.0054,-0.0002,100.0,518.67,642.49,1586.32,1399.36,14.62,21.61,554.43,2387.97,9056.4,1.3,47.17,522.22,2388.01,8136.25,8.365,0.03,391,2388,50,39.24,23.5138,253
2996,-0.0012,-0.0001,100.0,518.67,643.93,1601.9,1437.23,14.62,21.61,551.67,2388.26,9077.16,1.3,48.23,519.97,2388.23,8143.94,8.5058,0.03,396,2388,50,38.46,22.9783,1
2997,-0.0018,-0.0003,100.0,518.67,643.98,1598.93,1436.41,14.62,21.61,551.64,2388.23,9042.66,1.3,48.17,519.75,2388.26,8121.38,8.5641,0.03,396,2388,50,38.29,23.0583,0
2998,0.0035,0.0002,100.0,518.67,642.27,1586.0,1415.1,14.62,21.61,553.24,2388.04,9066.99,1.3,47.6,521.43,2388.05,8150.93,8.4561,0.03,393,2388,50,38.76,23.2832,58
2999,-0.0026,0.0003,100.0,518.67,642.85,1592.66,1412.74,14.62,21.61,552.81,2388.21,9046.09,1.3,47.93,520.49,2388.15,8127.53,8.4492,0.03,393,2388,50,38.6,23.3449,32
3000,0.0009,-0.0001,100.0,518.67,643.35,1616.91,1428.75,14.62,21.61,551.23,2388.24,9059.16,1.3,48.26,519.32,2388.22,8128.96,8.4729,0.03,396,2388,50,38.49,22.9396,5
3001,0.0009,-0.0004,100.0,518.67,643.33,1588.21,1408.03,14.62,21.61,552.39,2388.13,9069.62,1.3,47.64,521.21,2388.08,8146.11,8.4556,0.03,393,2388,50,38.75,23.1912,82
3002,-0.0034,-0.0004,100.0,518.67,642.25,1590.18,1404.56,14.62,21.61,553.19,2388.05,9057.96,1.3,47.57,521.9,2388.12,8139.44,8.3974,0.03,393,2388,50,38.94,23.3885,242
3003,0.0011,0.0001,100.0,518.67,642.85,1590.18,1398.33,14.62,21.61,553.74,2388.08,9064.04,1.3,47.43,521.74,2388.11,8143.6,8.4418,0.03,394,2388,50,38.91,23.2321,181
3004,-0.004,0.0002,100.0,518.67,642.85,1592.38,1413.0,14.62,21.61,553.64,2388.11,9062.59,1.3,47.5,520.45,2388.13,8139.8,8.4617,0.03,394,2388,50,38.69,23.2749,78
3005,-0.0033,0.0003,100.0,518.67,642.58,1589.19,1422.86,14.62,21.61,552.9,2388.13,9074.44,1.3,47.79,520.98,2388.14,8148.6,8.4642,0.03,395,2388,50,38.44,23.1718,58
3006,0.0017,-0.0003,100.0,518.67,642.12,1581.15,1397.54,14.62,21.61,554.12,2388.07,9060.09,1.3,47.26,522.77,2388.0,8142.67,8.4157,0.03,394,2388,50,38.96,23.3931,150
3007,0.0,-0.0001,100.0,518.67,642.88,1585.1,1406.1,14.62,21.61,554.08,2388.05,9065.93,1.3,47.34,521.45,2388.1,8142.9,8.4418,0.03,394,2388,50,38.96,23.3368,112
3008,-0.0018,0.0002,100.0,518.67,643.2,1604.25,1431.74,14.62,21.61,552.38,2388.17,9115.64,1.3,47.91,520.27,2388.17,8186.57,8.5542,0.03,395,2388,50,38.36,22.9785,13
3009,0.0001,0.0003,100.0,518.67,642.18,1583.92,1390.3,14.62,21.6,554.84,2388.02,9071.57,1.3,47.32,522.67,2388.01,8146.61,8.4089,0.03,390,2388,50,39.06,23.4213,259
3010,-0.0027,-0.0001,100.0,518.67,642.27,1587.62,1399.79,14.62,21.6,554.76,2387.98,9061.46,1.3,47.17,522.69,2387.97,8138.59,8.3459,0.03,393,2388,50,38.99,23.4415,268
3011,0.003,0.0002,100.0,518.67,642.74,1591.33,1414.33,14.62,21.61,552.29,2388.16,9049.21,1.3,47.75,521.69,2388.08,8132.83,8.5135,0.03,393,2388,50,38.86,23.362,47
3012,0.0017,0.0004,100.0,518.67,642.68,1593.8,1405.01,14.62,21.61,553.22,2388.06,9063.66,1.3,47.43,521.24,2388.07,8135.48,8.4233,0.03,393,2388,50,39.01,23.2959,305
3013,0.0027,-0.0002,100.0,518.67,642.83,1584.95,1402.98,14.62,21.61,553.15,2388.11,9040.95,1.3,47.43,521.55,2388.09,8127.03,8.4326,0.03,394,2388,50,38.86,23.4104,209
3014,-0.0034,0.0002,100.0,518.67,642.09,1582.32,1396.95,14.62,21.61,554.33,2388.03,9047.0,1.3,47.22,522.19,2388.13,8135.28,8.4266,0.03,392,2388,50,38.88,23.3764,260
3015,0.0006,0.0001,100.0,518.67,642.13,1582.75,1401.69,14.62,21.61,554.19,2388.02,9049.63,1.3,47.29,522.14,2388.03,8130.46,8.402000000000001,0.03,392,2388,50,39.06,23.3701,268
3016,-0.0038,-0.0002,100.0,518.67,641.89,1595.96,1408.0,14.62,21.61,553.59,2388.07,9058.81,1.3,47.54,521.34,2388.08,8142.08,8.4299,0.03,393,2388,50,38.85,23.2702,76
3017,0.0033,0.0005,100.0,518.67,642.31,1588.43,1408.73,14.62,21.61,553.39,2388.08,9060.8,1.3,47.49,521.15,2388.12,8139.52,8.456,0.03,392,2388,50,38.77,23.1342,119
3018,-0.001,0.0004,100.0,518.67,642.38,1577.87,1398.39,14.62,21.61,554.45,2387.97,9053.87,1.3,47.01,522.48,2388.02,8145.28,8.3895,0.03,391,2388,50,38.96,23.4542,171
3019,0.0012,-0.0003,100.0,518.67,642.24,1588.65,1398.17,14.62,21.61,553.93,2387.96,9074.08,1.3,47.44,522.36,2388.09,8148.44,8.4135,0.03,393,2388,50,38.98,23.3187,152
3020,-0.0024,-0.0002,100.0,518.67,642.87,1587.56,1414.77,14.62,21.61,553.44,2388.14,9051.78,1.3,47.52,521.2,2388.12,8141.21,8.494,0.03,394,2388,50,38.89,23.2068,81
3021,0.0011,0.0,100.0,518.67,642.46,1582.8,1400.87,14.62,21.61,554.14,2388.03,9060.03,1.3,47.42,522.06,2388.08,8136.72,8.4148,0.03,392,2388,50,38.85,23.3736,280
3022,-0.0045,0.0,100.0,518.67,643.03,1595.92,1408.37,14.62,21.61,553.59,2388.1,9047.06,1.3,47.35,521.44,2388.1,8128.02,8.4237,0.03,392,2388,50,38.97,23.4243,158
3023,0.0048,-0.0003,100.0,518.67,642.01,1589.04,1400.7,14.62,21.61,553.19,2388.09,9037.75,1.3,47.38,522.25,2388.13,8126.68,8.4239,0.03,393,2388,50,38.88,23.3594,183
3024,0.0016,0.0,100.0,518.67,641.98,1592.87,1394.86,14.62,21.61,554.79,2388.0,9051.5,1.3,47.36,522.3,2388.01,8137.91,8.374,0.03,390,2388,50,38.93,23.4957,111
3025,-0.0016,0.0001,100.0,518.67,642.94,1591.49,1413.08,14.62,21.61,553.19,2388.17,9052.05,1.3,47.61,520.92,2388.17,8130.81,8.4437,0.03,395,2388,50,38.87,23.1632,69
3026,-0.001,-0.0002,100.0,518.67,642.6,1590.17,1410.02,14.62,21.61,553.01,2388.13,9043.54,1.3,47.55,522.01,2388.16,8119.83,8.4762,0.03,393,2388,50,38.83,23.3191,173
3027,-0.0021,-0.0001,100.0,518.67,642.16,1581.58,1390.41,14.62,21.61,554.24,2388.01,9063.27,1.3,47.24,522.04,2388.04,8143.21,8.3946,0.03,392,2388,50,38.93,23.4242,214
3028,-0.0035,-0.0005,100.0,518.67,642.74,1594.0,1409.84,14.62,21.61,552.99,2388.08,9099.23,1.3,47.67,521.59,2388.06,8173.92,8.4573,0.03,394,2388,50,38.92,23.2324,39
3029,-0.0026,0.0001,100.0,518.67,642.59,1593.82,1412.66,14.62,21.61,553.57,2388.04,9065.53,1.3,47.55,521.48,2388.13,8141.64,8.4319,0.03,392,2388,50,38.84,23.4029,73
3030,0.0018,0.0004,100.0,518.67,642.9,1587.62,1409.01,14.62,21.61,554.46,2388.04,9062.26,1.3,47.52,521.88,2388.07,8142.35,8.4537,0.03,394,2388,50,38.88,23.2703,67
3031,0.0037,0.0005,100.0,518.67,642.04,1581.6,1397.45,14.62,21.61,554.77,2387.99,9053.78,1.3,46.99,522.68,2387.93,8136.55,8.3734,0.03,390,2388,50,38.95,23.4395,259
3032,-0.0026,-0.0003,100.0,518.67,642.26,1588.9,1405.53,14.62,21.61,553.55,2388.16,9049.08,1.3,47.4,521.24,2388.15,8140.91,8.4176,0.03,393,2388,50,39.0,23.3457,239
3033,-0.0041,-0.0002,100.0,518.67,641.9,1584.95,1394.68,14.62,21.61,555.12,2387.99,9062.65,1.3,47.15,522.6,2387.98,8146.16,8.3932,0.03,393,2388,50,39.02,23.4406,220
3034,-0.0009,0.0003,100.0,518.67,642.14,1589.38,1401.06,14.62,21.61,553.04,2388.03,9072.16,1.3,47.39,521.72,2388.04,8152.3,8.4364,0.03,395,2388,50,38.81,23.2299,70
3035,0.0043,0.0001,100.0,518.67,642.63,1583.08,1409.0,14.62,21.61,554.22,2387.97,9068.99,1.3,47.19,522.88,2388.01,8155.25,8.4244,0.03,392,2388,50,38.82,23.4925,153
3036,-0.0023,0.0005,100.0,518.67,642.14,1577.1,1399.58,14.62,21.61,554.19,2387.99,9062.69,1.3,47.25,522.25,2387.96,8150.69,8.3797,0.03,392,2388,50,38.99,23.4374,215
3037,-0.0045,-0.0001,100.0,518.67,642.78,1596.73,1413.47,14.62,21.61,552.8,2388.07,9077.03,1.3,47.82,521.54,2388.17,8157.48,8.4777,0.03,394,2388,50,38.69,23.2607,33
